lon_from,lat_from,psi_from,lon_to,lat_to,psi_to
-73.9435,40.5394,-2.72775e-07,-73.9417,40.5402,-2.93505e-07
-73.9596,40.5295,-4.05286e-08,-73.9578,40.5304,-3.29026e-08
-73.9668,40.5245,-2.44617e-08,-73.9647,40.5245,-4.97863e-08
-73.9636,40.5383,2.0944,-73.9636,40.5399,2.0944
-73.9449,40.5484,2.0944,-73.9467,40.5493,2.61799
-73.957,40.5298,-2.57574e-07,-73.9549,40.5298,-2.79916e-07
-73.9454,40.5361,-0.523599,-73.9436,40.5353,-0.523599
-73.9671,40.5253,-8.62883e-09,-73.9653,40.5261,-3.12793e-09
-73.9455,40.5376,-2.82023e-07,-73.9436,40.5384,-3.46067e-07
-73.9502,40.5346,-2.38685e-07,-73.9484,40.5354,-2.84702e-07
-73.9515,40.5339,0.523599,-73.9497,40.5348,0.523599
-73.9536,40.5455,1.5708,-73.9525,40.5469,1.5708
-73.9508,40.539,3.65008e-08,-73.949,40.5398,-7.46642e-09
-73.9459,40.5402,-2.24832e-07,-73.9441,40.541,-2.71948e-07
-73.9481,40.5374,-3.79269e-07,-73.9462,40.5382,-3.98908e-07
-73.9511,40.5398,5.97376e-09,-73.9492,40.5391,-0.523599
-73.9475,40.5333,-0.523599,-73.9454,40.5333,-0.523599
-73.9549,40.53,-0.523599,-73.9528,40.53,-0.523599
-73.9562,40.5436,1.5708,-73.9572,40.5451,2.0944
-73.9592,40.543,1.5708,-73.9581,40.5444,1.5708
-73.9541,40.532,-8.36834e-08,-73.9523,40.5328,-1.28369e-07
-73.9565,40.53,-1.14449e-07,-73.9547,40.5308,-2.15953e-07
-73.945,40.552,1.5708,-73.9459,40.5535,2.0944
-73.9502,40.5435,1.5708,-73.9512,40.545,2.0944
-73.945,40.5439,1.5708,-73.9439,40.5453,1.5708
-73.9676,40.5363,2.0944,-73.9676,40.5379,2.0944
-73.9586,40.5268,-0.523599,-73.9565,40.5268,-0.523599
-73.942,40.5382,-4.25022e-07,-73.9401,40.539,-4.68991e-07
-73.953,40.5362,-1.07589e-07,-73.9512,40.537,-1.31565e-07
-73.9557,40.5349,0.523599,-73.9539,40.5357,0.523599
-73.9596,40.5403,2.0944,-73.9607,40.5417,2.0944
-73.9552,40.5334,-1.58179e-07,-73.9533,40.5342,-2.77676e-07
-73.9554,40.5342,-2.52547e-07,-73.9536,40.5334,-0.523599
-73.9557,40.5492,1.5708,-73.9546,40.5506,1.5708
-73.9594,40.5411,1.5708,-73.9584,40.5425,1.5708
-73.9612,40.5447,2.0944,-73.9623,40.5461,2.0944
-73.95,40.5369,-0.523599,-73.9479,40.5369,-0.523599
-73.9519,40.5376,-7.30162e-08,-73.9501,40.5384,-9.82445e-08
-73.9644,40.5417,2.0944,-73.9662,40.5425,2.61799
-73.9573,40.5439,1.5708,-73.9562,40.5453,1.5708
-73.9719,40.5302,2.0944,-73.9729,40.5316,2.0944
-73.9546,40.5473,1.5708,-73.9536,40.5488,1.5708
-73.9676,40.5358,2.0944,-73.9694,40.5367,2.61799
-73.9665,40.5344,2.0944,-73.9665,40.5361,2.0944
-73.9564,40.5445,2.0944,-73.9564,40.5461,2.0944
-73.9668,40.5229,-0.523599,-73.9647,40.5229,-0.523599
-73.9541,40.5348,-1.09992e-07,-73.9522,40.5356,-1.18505e-07
-73.9599,40.5304,-6.17068e-09,-73.958,40.5296,-0.523599
-73.9656,40.5362,1.5708,-73.9645,40.5376,1.5708
-73.9647,40.5229,-0.523599,-73.9626,40.5229,-0.523599
-73.9665,40.5393,2.0944,-73.9683,40.5402,2.61799
-73.9584,40.5408,1.5708,-73.9573,40.5422,1.5708
-73.9479,40.5412,8.72369e-08,-73.9458,40.5412,7.99814e-08
-73.9539,40.533,-2.38131e-07,-73.952,40.5322,-0.523599
-73.9347,40.5405,-5.4378e-07,-73.9326,40.5405,-5.53454e-07
-73.9626,40.5352,1.5708,-73.9636,40.5367,2.0944
-73.9594,40.5277,2.95139e-08,-73.9576,40.5286,9.79128e-08
-73.947,40.5388,-1.59764e-07,-73.9451,40.5381,-0.523599
-73.9539,40.5533,1.5708,-73.9539,40.5549,1.5708
-73.9484,40.5354,-2.84702e-07,-73.9465,40.5347,-0.523599
-73.9342,40.5406,0.523599,-73.9324,40.5414,0.523599
-73.9584,40.5292,-1.39077e-07,-73.9565,40.53,-1.14449e-07
-73.9504,40.5392,-8.42379e-08,-73.9485,40.5385,-0.523599
-73.9586,40.53,-1.08273e-07,-73.9568,40.5292,-0.523599
-73.9515,40.5322,-2.8322e-07,-73.9493,40.5322,-2.99112e-07
-73.9467,40.538,-1.55041e-07,-73.9449,40.5388,-1.69253e-07
-73.954,40.5509,2.0944,-73.9551,40.5523,2.0944
-73.9597,40.5439,1.5708,-73.9586,40.5453,1.5708
-73.9502,40.5373,0.523598,-73.9484,40.5381,0.523598
-73.9531,40.5324,-2.81469e-07,-73.9512,40.5317,-0.523599
-73.9536,40.5439,1.5708,-73.9546,40.5453,2.0944
-73.9565,40.5253,-2.16126e-07,-73.9543,40.5253,-2.25021e-07
-73.9542,40.5294,-0.523599,-73.953,40.5281,-1.0472
-73.9584,40.5425,1.5708,-73.9573,40.5439,1.5708
-73.9537,40.5423,1.0472,-73.9526,40.5437,1.0472
-73.9438,40.5498,2.0944,-73.9438,40.5514,2.0944
-73.9687,40.5237,0,-73.9666,40.5237,0
-73.9557,40.5427,1.5708,-73.9557,40.5443,1.5708
-73.9457,40.5356,-3.50725e-07,-73.9439,40.5349,-0.523599
-73.9565,40.5433,1.5708,-73.9554,40.5447,1.5708
-73.9441,40.5511,2.0944,-73.9451,40.5525,2.0944
-73.9546,40.5304,-0.523599,-73.9525,40.5304,-0.523599
-73.9442,40.5466,1.5708,-73.9442,40.5482,1.5708
-73.956,40.5456,1.5708,-73.957,40.547,2.0944
-73.932,40.5627,1.0472,-73.9319,40.5643,1.5708
-73.9688,40.5385,1.5708,-73.9677,40.5399,1.5708
-73.9519,40.5404,1.18692e-07,-73.95,40.5412,0.523599
-73.9585,40.5445,2.0944,-73.9585,40.5461,2.0944
-73.953,40.5334,-2.24502e-07,-73.9512,40.5342,-2.98818e-07
-73.9628,40.5253,-1.00949e-07,-73.961,40.5261,-5.65102e-08
-73.9676,40.5379,2.0944,-73.9687,40.5393,2.0944
-73.9586,40.5309,-2.48336e-08,-73.9567,40.5318,9.37731e-10
-73.961,40.5261,-5.65102e-08,-73.9589,40.5261,-6.7662e-08
-73.9522,40.5464,2.0944,-73.954,40.5472,2.61799
-73.9568,40.5335,0.523599,-73.9549,40.5343,0.523599
-73.9525,40.5364,-1.21023e-07,-73.9506,40.5357,-0.523599
-73.9542,40.531,1.73944e-07,-73.9524,40.5318,2.14658e-07
-73.9628,40.5238,-0.523599,-73.9607,40.5238,-0.523599
-73.9548,40.5354,-1.10308e-08,-73.953,40.5362,-1.07589e-07
-73.9551,40.5362,-9.38478e-08,-73.9532,40.5354,-0.523599
-73.954,40.5468,1.0472,-73.9529,40.5482,1.0472
-73.9588,40.5246,-0.523599,-73.9577,40.5232,-1.0472
-73.9374,40.5419,1.0472,-73.9356,40.5428,0.523598
-73.9547,40.5336,-1.00002e-07,-73.9528,40.5328,-0.523599
-73.9673,40.5367,2.61799,-73.9691,40.5375,2.61799
-73.9457,40.5341,-0.523599,-73.9436,40.5341,-0.523599
-73.9538,40.5368,-4.91177e-08,-73.9519,40.5376,-7.30162e-08
-73.9596,40.5403,2.0944,-73.9596,40.5419,2.0944
-73.9555,40.5286,7.52351e-08,-73.9536,40.5294,2.84053e-08
-73.9485,40.54,-1.4927e-07,-73.9466,40.5393,-0.523599
-73.9655,40.5358,2.0944,-73.9665,40.5372,2.0944
-73.9523,40.5345,0.523599,-73.9505,40.5353,0.523599
-73.9491,40.5388,0.523599,-73.9473,40.5396,0.523599
-73.9546,40.5425,1.5708,-73.9556,40.5439,2.0944
-73.966,40.5295,0.523599,-73.9639,40.5295,6.85648e-08
-73.9525,40.5349,-0.523599,-73.9503,40.5349,-0.523599
-73.9557,40.5427,1.5708,-73.9546,40.5441,1.5708
-73.9457,40.5341,-0.523599,-73.9439,40.5333,-0.523599
-73.9543,40.5312,-0.523599,-73.9522,40.5312,-0.523599
-73.9559,40.534,-4.87332e-08,-73.9541,40.5348,-1.09992e-07
-73.9534,40.5331,0.523599,-73.9515,40.5339,0.523599
-73.9689,40.5245,-9.85818e-09,-73.9671,40.5238,-0.523599
-73.9602,40.5312,-2.91932e-08,-73.9584,40.532,-4.84785e-08
-73.9358,40.5391,4.54899e-07,-73.9339,40.5383,-0.523598
-73.9518,40.5358,-2.91191e-07,-73.9499,40.5366,-3.06083e-07
-73.9451,40.5396,-1.70441e-07,-73.9433,40.5404,-2.0258e-07
-73.9467,40.5352,-2.09454e-07,-73.9449,40.536,-4.01457e-07
-73.9491,40.536,-2.79503e-07,-73.9473,40.5368,-3.06146e-07
-73.9469,40.5373,-0.523599,-73.9451,40.5365,-0.523599
-73.9488,40.5365,-0.523599,-73.9467,40.5365,-0.523599
-73.9449,40.5335,-0.523599,-73.9438,40.5321,-1.0472
-73.9592,40.5463,1.5708,-73.9581,40.5477,1.5708
-73.9564,40.5281,-8.10659e-08,-73.9543,40.5281,-1.15917e-07
-73.9454,40.5404,0.523599,-73.9443,40.5417,1.0472
-73.956,40.5302,1.9375e-07,-73.9542,40.5294,-0.523599
-73.9478,40.531,1.21211e-07,-73.9457,40.531,9.54979e-08
-73.9546,40.5441,1.5708,-73.9536,40.5455,1.5708
-73.9623,40.5417,2.0944,-73.9641,40.5425,2.61799
-73.9613,40.5402,1.5708,-73.9602,40.5416,1.5708
-73.9583,40.5245,-1.50062e-07,-73.9562,40.5245,-1.88829e-07
-73.9578,40.5278,-0.523599,-73.956,40.527,-0.523599
-73.9575,40.5431,2.0944,-73.9575,40.5447,2.0944
-73.9394,40.5384,-3.87408e-07,-73.9375,40.5377,-0.523599
-73.9548,40.5382,7.90448e-08,-73.9527,40.5382,1.2807e-08
-73.9666,40.5365,1.5708,-73.9656,40.5379,1.5708
-73.9594,40.5274,-0.523599,-73.9572,40.5274,-0.523599
-73.9515,40.535,-2.64164e-07,-73.9496,40.5358,-3.16078e-07
-73.9477,40.535,-0.523599,-73.9456,40.535,-0.523599
-73.9548,40.5382,7.90448e-08,-73.9529,40.5375,-0.523599
-73.9328,40.5413,-5.79373e-07,-73.9307,40.5413,-5.90394e-07
-73.9612,40.5431,2.0944,-73.963,40.5439,2.61799
-73.962,40.5276,-2.87477e-08,-73.9602,40.5268,-0.523599
-73.9602,40.5284,-9.99585e-08,-73.9584,40.5292,-1.39077e-07
-73.9644,40.5405,2.0944,-73.9644,40.5421,2.0944
-73.9605,40.5292,-1.21941e-07,-73.9586,40.5284,-0.523599
-73.9454,40.5404,0.523599,-73.9436,40.5412,0.523599
-73.9624,40.5453,1.5708,-73.9624,40.5469,1.5708
-73.952,40.5294,-0.523599,-73.9509,40.5281,-1.0472
-73.9613,40.5386,1.5708,-73.9602,40.54,1.5708
-73.9543,40.5473,2.0944,-73.9543,40.5489,2.0944
-73.9631,40.529,-7.29275e-09,-73.9613,40.5298,-1.4963e-07
-73.925,40.564,0.523598,-73.9229,40.564,-4.1427e-07
-73.9597,40.5451,1.5708,-73.9597,40.5468,1.5708
-73.9605,40.5461,1.5708,-73.9594,40.5475,1.5708
-73.9559,40.5368,6.49923e-09,-73.9538,40.5368,-4.91177e-08
-73.9407,40.535,1.42426e-07,-73.9389,40.5358,2.7577e-07
-73.9522,40.5384,-8.99067e-08,-73.9503,40.5377,-0.523599
-73.9576,40.5403,1.5708,-73.9586,40.5417,2.0944
-73.9562,40.5276,-0.523599,-73.9541,40.5275,-1.6807e-07
-73.9385,40.5406,0.523598,-73.9374,40.5419,1.0472
-73.9451,40.5423,1.0472,-73.944,40.5437,1.0472
-73.9522,40.5356,-1.18505e-07,-73.9504,40.5364,-1.47682e-07
-73.9549,40.547,1.5708,-73.9539,40.5484,1.5708
-73.9567,40.529,-1.25457e-07,-73.9546,40.5289,-1.56794e-07
-73.9481,40.5374,-3.79269e-07,-73.9462,40.5367,-0.523599
-73.9588,40.5318,1.18347e-08,-73.957,40.5326,-1.27546e-07
-73.9729,40.5237,0,-73.9711,40.5229,-0.523599
-73.9594,40.5394,1.5708,-73.9604,40.5409,2.0944
-73.945,40.5378,0.523598,-73.9431,40.5386,0.523598
-73.958,40.534,3.8294e-09,-73.9562,40.5332,-0.523599
-73.9626,40.5429,1.5708,-73.9636,40.5444,2.0944
-73.9493,40.5322,-2.99112e-07,-73.9472,40.5322,-3.31687e-07
-73.9555,40.5415,1.0472,-73.9545,40.5429,1.0472
-73.9499,40.5393,0.523599,-73.948,40.5402,0.523599
-73.9415,40.5429,1.0472,-73.9414,40.5446,1.5708
-73.9485,40.5385,-0.523599,-73.9466,40.5377,-0.523599
-73.9531,40.5351,0.523599,-73.9513,40.5359,0.523599
-73.956,40.5302,1.9375e-07,-73.9542,40.531,1.73944e-07
-73.9599,40.5304,-6.17068e-09,-73.9581,40.5312,-3.62967e-08
-73.9509,40.5379,0.523599,-73.9491,40.5388,0.523599
-73.9507,40.5372,-1.06868e-07,-73.9488,40.538,-1.46476e-07
-73.9539,40.533,-2.38131e-07,-73.952,40.5338,-2.58682e-07
-73.9483,40.5339,-0.523599,-73.9462,40.5339,-0.523599
-73.9467,40.5365,-0.523599,-73.9445,40.5365,-0.523599
-73.9479,40.5384,-1.45659e-07,-73.9461,40.5392,-1.24549e-07
-73.955,40.5316,-2.13729e-07,-73.9531,40.5324,-2.81469e-07
-73.961,40.529,-3.49298e-08,-73.9591,40.5298,-1.54601e-07
-73.9518,40.5302,1.44536e-07,-73.9499,40.531,1.39644e-07
-73.9613,40.5298,-1.4963e-07,-73.9594,40.529,-0.523599
-73.9618,40.5295,-2.93376e-08,-73.9599,40.5304,-6.17068e-09
-73.9599,40.5259,-1.49692e-08,-73.958,40.5268,-0.523599
-73.9697,40.5367,2.0944,-73.9715,40.5376,2.61799
-73.9439,40.5349,-0.523599,-73.942,40.5341,-0.523599
-73.9597,40.5391,1.5708,-73.9586,40.5405,1.5708
-73.9588,40.5346,4.65679e-08,-73.9567,40.5346,1.11339e-09
-73.9588,40.5346,4.65679e-08,-73.9569,40.5338,-0.523599
-73.9634,40.5254,-0.523599,-73.9615,40.5246,-0.523599
-73.9439,40.5502,1.5708,-73.9428,40.5516,1.5708
-73.9711,40.5229,-0.523599,-73.9692,40.5221,-0.523599
-73.9689,40.5229,-0.523599,-73.9668,40.5229,-0.523599
-73.9526,40.5325,0.523599,-73.9508,40.5333,0.523599
-73.9444,40.539,-4.19875e-07,-73.9425,40.5383,-0.523599
-73.9616,40.5383,1.5708,-73.9605,40.5397,1.5708
-73.9644,40.5389,2.0944,-73.9644,40.5405,2.0944
-73.9571,40.5442,1.5708,-73.956,40.5456,1.5708
-73.9618,40.5295,-2.93376e-08,-73.9599,40.5288,-0.523599
-73.9518,40.5448,1.0472,-73.9517,40.5464,1.5708
-73.9667,40.53,1.0472,-73.9657,40.5314,1.0472
-73.9644,40.5421,2.0944,-73.9662,40.543,2.61799
-73.9561,40.544,1.0472,-73.955,40.5454,1.0472
-73.9637,40.5419,1.5708,-73.9626,40.5433,1.5708
-73.9452,40.5464,2.0944,-73.9452,40.548,2.0944
-73.961,40.5318,5.29932e-08,-73.9591,40.531,-0.523599
-73.9599,40.5332,3.26332e-08,-73.9578,40.5332,1.93085e-08
-73.9365,40.5397,-5.02631e-07,-73.9347,40.5405,-5.4378e-07
-73.9585,40.5392,1.0472,-73.9574,40.5406,1.0472
-73.9411,40.5557,1.0472,-73.9393,40.5566,0.523599
-73.9439,40.5534,1.5708,-73.9439,40.555,1.5708
-73.9552,40.545,1.5708,-73.9562,40.5465,2.0944
-73.9571,40.5315,0.523599,-73.9552,40.5323,0.523599
-73.9666,40.5316,1.5708,-73.9676,40.533,2.0944
-73.9613,40.5435,1.5708,-73.9602,40.5449,1.5708
-73.9504,40.5308,-2.57361e-07,-73.9483,40.5308,-2.73866e-07
-73.9509,40.5336,-0.523599,-73.9491,40.5328,-0.523599
-73.9573,40.5361,0.523599,-73.9554,40.5369,0.523599
-73.9433,40.5432,0.523599,-73.9414,40.544,0.523599
-73.9634,40.5435,2.0944,-73.9634,40.5451,2.0944
-73.9641,40.526,-0.523599,-73.962,40.526,-0.523599
-73.9605,40.5292,-1.21941e-07,-73.9586,40.53,-1.08273e-07
-73.9586,40.5327,0.523599,-73.9568,40.5335,0.523599
-73.9698,40.5371,1.5708,-73.9698,40.5387,1.5708
-73.9543,40.5383,0.523599,-73.9525,40.5392,0.523599
-73.9484,40.5354,-2.84702e-07,-73.9465,40.5362,-3.04815e-07
-73.9581,40.5428,1.5708,-73.9571,40.5442,1.5708
-73.9559,40.5368,6.49923e-09,-73.954,40.5376,-3.07224e-08
-73.9575,40.5447,2.0944,-73.9575,40.5463,2.0944
-73.9538,40.5314,-0.523599,-73.952,40.5306,-0.523599
-73.9554,40.5431,1.5708,-73.9544,40.5445,1.5708
-73.9383,40.5398,-5.12836e-07,-73.9364,40.5391,-0.523599
-73.9583,40.5437,2.0944,-73.9583,40.5453,2.0944
-73.9628,40.5309,6.89257e-08,-73.961,40.5318,5.29932e-08
-73.9418,40.5546,1.0472,-73.9408,40.556,1.0472
-73.9698,40.529,1.5708,-73.9688,40.5304,1.5708
-73.9655,40.5375,2.0944,-73.9655,40.5391,2.0944
-73.9605,40.538,1.5708,-73.9594,40.5394,1.5708
-73.933,40.5431,-3.55596e-07,-73.9309,40.5431,-4.61382e-07
-73.9429,40.5451,1.0472,-73.9419,40.5465,1.0472
-73.9387,40.5588,1.0472,-73.9386,40.5604,1.5708
-73.9528,40.5371,0.523599,-73.9509,40.5379,0.523599
-73.9594,40.5306,-1.69231e-07,-73.9576,40.5314,-1.9625e-07
-73.9597,40.5375,1.5708,-73.9586,40.5389,1.5708
-73.9508,40.5333,0.523599,-73.949,40.5341,0.523599
-73.9527,40.5382,1.2807e-08,-73.9508,40.539,3.65008e-08
-73.9591,40.5326,-1.19368e-07,-73.9572,40.5318,-0.523599
-73.9581,40.5312,-3.62967e-08,-73.9562,40.532,-6.77004e-08
-73.9563,40.5309,0.523599,-73.9545,40.5317,0.523599
-73.9591,40.5442,2.0944,-73.9602,40.5456,2.0944
-73.945,40.5439,1.5708,-73.945,40.5456,1.5708
-73.9587,40.5373,1.0472,-73.9577,40.5387,1.0472
-73.9457,40.5356,-3.50725e-07,-73.9439,40.5364,-4.01898e-07
-73.9677,40.5318,1.5708,-73.9666,40.5332,1.5708
-73.9554,40.5326,-0.523599,-73.9533,40.5326,-0.523599
-73.9625,40.5356,1.0472,-73.9614,40.537,1.0472
-73.9541,40.5464,1.5708,-73.9531,40.5478,1.5708
-73.9613,40.5325,0.523599,-73.9594,40.5333,0.523599
-73.9554,40.5447,1.5708,-73.9544,40.5461,1.5708
-73.9432,40.5448,1.0472,-73.9431,40.5464,1.5708
-73.9488,40.538,-1.46476e-07,-73.9469,40.5373,-0.523599
-73.9535,40.55,2.0944,-73.9545,40.5514,2.0944
-73.9623,40.5428,2.0944,-73.9634,40.5442,2.0944
-73.9591,40.5254,-0.523599,-73.958,40.524,-1.0472
-73.9569,40.5381,0.523599,-73.9548,40.5382,7.90448e-08
-73.9429,40.5549,1.0472,-73.9428,40.5565,1.5708
-73.9676,40.5347,2.0944,-73.9676,40.5363,2.0944
-73.9581,40.5444,1.5708,-73.9571,40.5458,1.5708
-73.9711,40.5229,-0.523599,-73.9689,40.5229,-0.523599
-73.9401,40.539,-4.68991e-07,-73.9382,40.5383,-0.523599
-73.9428,40.5378,-3.52711e-07,-73.941,40.5386,-4.18122e-07
-73.9637,40.5277,0.523599,-73.9619,40.5285,0.523599
-73.9639,40.5295,6.85648e-08,-73.9618,40.5295,-2.93376e-08
-73.9576,40.5314,-1.9625e-07,-73.9557,40.5322,-2.26257e-07
-73.9634,40.5269,7.06611e-08,-73.9616,40.5277,6.54586e-08
-73.9552,40.545,1.5708,-73.9541,40.5464,1.5708
-73.9573,40.5334,-1.36298e-07,-73.9554,40.5326,-0.523599
-73.9596,40.5419,2.0944,-73.9596,40.5435,2.0944
-73.9649,40.5309,0.523599,-73.9628,40.5309,6.89257e-08
-73.9529,40.5417,1.0472,-73.9528,40.5433,1.5708
-73.9505,40.5326,2.51061e-07,-73.9486,40.5319,-0.523599
-73.9325,40.5433,-3.85392e-07,-73.9306,40.5426,-0.523599
-73.9634,40.5358,1.5708,-73.9644,40.5372,2.0944
-73.958,40.5367,0.523599,-73.9569,40.5381,0.523599
-73.9605,40.5457,1.5708,-73.9615,40.5472,2.0944
-73.9562,40.5348,-8.07773e-08,-73.9543,40.534,-0.523599
-73.9433,40.5432,0.523599,-73.9422,40.5446,0.523599
-73.9514,40.5406,0.523599,-73.9496,40.5414,0.523599
-73.961,40.5318,5.29932e-08,-73.9591,40.5326,-1.19368e-07
-73.9497,40.5302,1.14544e-07,-73.9475,40.5302,7.10467e-08
-73.95,40.5412,0.523599,-73.9479,40.5412,8.72369e-08
-73.9546,40.532,-0.523599,-73.9528,40.5312,-0.523599
-73.9549,40.5486,1.5708,-73.9539,40.55,1.5708
-73.9562,40.5375,0.523599,-73.9543,40.5383,0.523599
-73.9631,40.5274,-0.523599,-73.9609,40.5274,-0.523599
-73.9598,40.5359,1.0472,-73.9587,40.5373,1.0472
-73.9636,40.5411,2.0944,-73.9636,40.5427,2.0944
-73.9598,40.5359,1.0472,-73.958,40.5367,0.523599
-73.9577,40.5455,2.0944,-73.9577,40.5472,2.0944
-73.9603,40.5384,1.0472,-73.9593,40.5398,1.0472
-73.962,40.5304,2.73622e-08,-73.9602,40.5312,-2.91932e-08
-73.9563,40.542,1.0472,-73.9553,40.5434,1.0472
-73.9487,40.539,6.3695e-09,-73.9469,40.5398,-4.30339e-08
-73.9545,40.5317,0.523599,-73.9526,40.5325,0.523599
-73.9626,40.5352,1.5708,-73.9616,40.5366,1.5708
-73.9594,40.5439,2.0944,-73.9594,40.5455,2.0944
-73.9565,40.5417,1.5708,-73.9575,40.5431,2.0944
-73.9605,40.5413,1.5708,-73.9594,40.5427,1.5708
-73.9446,40.538,-1.7649e-07,-73.9427,40.5388,-2.35884e-07
-73.9525,40.5336,-1.24821e-07,-73.9507,40.5344,-1.78181e-07
-73.9602,40.5339,0.523599,-73.9591,40.5353,0.523599
-73.9729,40.5237,0,-73.9708,40.5237,0
-73.9597,40.5313,0.523599,-73.9579,40.5321,0.523599
-73.9623,40.54,2.0944,-73.9634,40.5414,2.0944
-73.9509,40.5308,-0.523599,-73.9491,40.53,-0.523599
-73.9616,40.5366,1.5708,-73.9605,40.538,1.5708
-73.9617,40.535,1.0472,-73.9606,40.5364,1.0472
-73.9671,40.5238,-0.523599,-73.9649,40.5238,-0.523599
-73.9576,40.5467,1.5708,-73.9565,40.5481,1.5708
-73.9456,40.5407,-0.523599,-73.9437,40.5399,-0.523599
-73.9645,40.5344,1.5708,-73.9634,40.5358,1.5708
-73.9386,40.5378,-3.9646e-07,-73.9364,40.5378,-4.03871e-07
-73.9612,40.5442,2.0944,-73.963,40.5451,2.61799
-73.9565,40.5465,1.5708,-73.9554,40.5479,1.5708
-73.9558,40.5395,1.0472,-73.9547,40.5409,1.0472
-73.9663,40.5275,0.523599,-73.9644,40.5283,0.523599
-73.9674,40.5213,-0.523599,-73.9652,40.5213,-0.523599
-73.9447,40.537,-3.28367e-07,-73.9428,40.5363,-0.523599
-73.9573,40.5306,-1.7803e-07,-73.9554,40.5314,-2.1355e-07
-73.9418,40.5392,-3.96853e-07,-73.9399,40.54,0.523598
-73.9623,40.5284,-7.34379e-08,-73.9604,40.5276,-0.523599
-73.9221,40.5662,0.523598,-73.9202,40.567,0.523598
-73.9608,40.5299,0.523599,-73.9589,40.5307,0.523599
-73.9439,40.5453,1.5708,-73.9428,40.5467,1.5708
-73.9478,40.5394,-1.88013e-07,-73.9459,40.5402,-2.24832e-07
-73.9381,40.5381,-4.61493e-07,-73.936,40.5381,-4.96329e-07
-73.9511,40.5426,0.523599,-73.9499,40.5439,1.0472
-73.9597,40.5407,1.5708,-73.9586,40.5421,1.5708
-73.9594,40.5394,1.5708,-73.9584,40.5408,1.5708
-73.9554,40.5475,2.0944,-73.9554,40.5491,2.0944
-73.966,40.5267,2.75232e-08,-73.9642,40.5276,-1.65751e-08
-73.9663,40.5275,0.523599,-73.9652,40.5289,0.523599
-73.9512,40.5314,-2.48735e-07,-73.9491,40.5314,-2.84194e-07
-73.9609,40.5345,0.523599,-73.9598,40.5359,1.0472
-73.9652,40.5289,0.523599,-73.9642,40.5303,0.523599
-73.9592,40.5414,1.5708,-73.9602,40.5428,2.0944
-73.9409,40.5371,-0.523599,-73.9391,40.5363,-0.523599
-73.9642,40.5276,-1.65751e-08,-73.9623,40.5284,-7.34379e-08
-73.9612,40.5254,-0.523599,-73.9591,40.5254,-0.523599
-73.9597,40.527,-0.523599,-73.9578,40.5262,-0.523599
-73.9399,40.5372,-4.55916e-07,-73.938,40.5365,-0.523599
-73.9625,40.5397,2.0944,-73.9625,40.5413,2.0944
-73.9571,40.5442,1.5708,-73.958,40.5456,2.0944
-73.9331,40.5613,1.0472,-73.9313,40.5621,1.0472
-73.9602,40.5461,2.0944,-73.9612,40.5475,2.0944
-73.9531,40.5478,1.5708,-73.9521,40.5493,1.0472
-73.9604,40.5276,-0.523599,-73.9583,40.5276,-0.523599
-73.962,40.5331,0.523599,-73.9599,40.5332,3.26332e-08
-73.9676,40.533,2.0944,-73.9676,40.5347,2.0944
-73.956,40.5472,1.5708,-73.9549,40.5486,1.5708
-73.9677,40.5302,1.5708,-73.9666,40.5316,1.5708
-73.9607,40.5405,2.0944,-73.9607,40.5421,2.0944
-73.9599,40.5332,3.26332e-08,-73.958,40.534,3.8294e-09
-73.952,40.5338,-2.58682e-07,-73.9502,40.5346,-2.38685e-07
-73.9562,40.5375,0.523599,-73.9551,40.5389,0.523599
-73.9588,40.5346,4.65679e-08,-73.957,40.5354,2.45134e-08
-73.9602,40.5465,1.5708,-73.9612,40.5479,2.0944
-73.9597,40.5286,1.1129e-07,-73.9579,40.5294,1.08378e-07
-73.9445,40.5393,-0.523599,-73.9424,40.5393,-0.523599
-73.945,40.5406,-7.92102e-08,-73.9432,40.5414,0.523599
-73.9623,40.5311,0.523599,-73.9613,40.5325,0.523599
-73.9479,40.5412,8.72369e-08,-73.946,40.5405,-0.523599
-73.9618,40.5295,-2.93376e-08,-73.9596,40.5295,-4.05286e-08
-73.9652,40.5246,-0.523599,-73.9631,40.5246,-0.523599
-73.9687,40.5365,2.0944,-73.9697,40.5379,2.0944
-73.9486,40.5319,-0.523599,-73.9468,40.531,-0.523599
-73.9362,40.5416,0.523598,-73.9344,40.5425,-3.72248e-07
-73.9584,40.5408,1.5708,-73.9594,40.5423,2.0944
-73.9565,40.5355,0.523599,-73.9546,40.5363,0.523599
-73.9637,40.5355,1.5708,-73.9637,40.5371,1.5708
-73.9437,40.5387,-0.523599,-73.9419,40.5379,-0.523599
-73.9689,40.5245,-9.85818e-09,-73.9671,40.5253,-8.62883e-09
-73.9554,40.5487,2.0944,-73.9554,40.5503,2.0944
-73.9607,40.5238,-0.523599,-73.9585,40.5238,-0.523599
-73.9634,40.5297,0.523599,-73.9623,40.5311,0.523599
-73.9573,40.5422,1.5708,-73.9562,40.5436,1.5708
-73.9413,40.5366,3.59845e-07,-73.9394,40.5359,-0.523598
-73.9504,40.5336,-1.54455e-07,-73.9483,40.5336,-1.7337e-07
-73.9594,40.5333,0.523599,-73.9576,40.5341,0.523599
-73.9489,40.5324,-3.36949e-07,-73.947,40.5332,-3.35161e-07
